0.0294118 0 0 0 0 0 0.0588235 3.41213
0.0882353 0 0 0 0 0 0.0588235 3.41213
0.147059 0 0 0 0 0 0.0588235 3.41213
0.205882 0 0 0 0 0 0.0588235 3.41213
0.264706 0 0 0 0 0 0.0588235 3.41213
0.323529 0 0 0 0 0 0.0588235 3.41213
0.382353 0 0 0 0 0 0.0588235 3.41213
0.441176 0 0 0 0 0 0.0588235 3.41213
0.5 0 0 0 0 0 0.0588235 3.41213
0.558824 0 0 0 0 0 0.0588235 3.41213
0.617647 0 0 0 0 0 0.0588235 3.41213
0.676471 0 0 0 0 0 0.0588235 3.41213
0.735294 0 0 0 0 0 0.0588235 3.41213
0.794118 0 0 0 0 0 0.0588235 3.41213
0.852941 0 0 0 0 0 0.0588235 3.41213
0.911765 0 0 0 0 0 0.0588235 3.41213
0.970588 0 0 0 0 0 0.0588235 3.41213
END 26.6844008 7.82044576
